pathos_transaction_id,id,client_transaction_id,client_transaction_date,message_desc,analysis_completed,q5a_1,q5a_2,q5a_3,q5a_4,q5a_5,q5a_6,q5a_7,q5a_8,q5a_9,q5a_10,q5b_1,q5b_2,q5b_3,q5b_4,q5b_5,q5b_6,q5b_7,q5b_8,q5b_9,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q6_7,q6_8,q6_9,q6_10,q6_11,q8a_1,q8a_2,q8a_3,q8a_4,q8a_5,q8a_6,q8a_7,q8a_8,q8a_9,q8b_1,q8b_2,q8b_3,q8b_4,q8b_5,q8b_6,q8c_1,q8c_2,q8c_3,q8c_4,q8c_5,q8c_6,q8d_1,q8d_2,q8d_3,q8d_4,q8d_5,q8e_1,q8e_2,q8e_3,q8e_4,q8f_1,q8f_2,q8f_3,q8f_4,q8f_5,q8f_6,q8f_7,q8f_8,q8g_1,q8g_2,q8g_3,q8g_4,q8g_5,q8g_6,q8g_7,q8g_8,q8g_9,q5_01,q5_02,q5_03,q5_04,q5_05,q5_06,q5_07,q5_08,q5_09,q5_10,q5_11,q5_12,q5_13,q5_14,q5_15,q5_16,q5_17,q5_18,q6_01,q6_02,q6_03,q6_04,q6_05,q6_06,q6_07,q6_08,q6_09,q8a_01,q8a_02,q8a_03,q8a_04,q8a_05,q8a_06,q8b_01,q8b_02,q8b_03,q8b_04,q8b_05,q8b_06,q8c_01,q8c_02,q8c_03,q8c_04,q8c_05,q8d_01,q8d_02,q8d_03,q8d_04,q8d_05,q8e_01,q8e_02,q8e_03,q8e_04,q8f_01,q8f_02,q8f_03,q8f_04,q8f_05,q8f_06,q8f_07,q8g_01,q8g_02,q8g_03,q8g_04,q8g_05,q8g_06,q8g_07,gender_id,age_id,occupation_id,income_id,location,location_id,reviews,q8a_11,q8a_10,q6l,q6k,q6j,q6g,q6f,q6e,q6d,q6c,q5br,q5bq,q5bp,q5bl,q5bk,q5bj,q5ai,q5ah,q5ag,q5af,q5ae,q5ad,q5ac,q5ab,q5aa,pathos_ref_prd_rel_unique_id,time_id,channel_id,country_id,year,version_id,all_pathos,emotions_surprised_score,emotions_happy_score,emotions_excited_score,emotions_sad_score,emotions_disgust_score,emotions_angry_score,emotions_fear_score,emotions_frustration_score,drivers_personalization_score,drivers_positivity_score,drivers_well_being_score,drivers_exciting_score,drivers_belonging_score,drivers_sustainability_score,drivers_security_score,drivers_convenience_score,drivers_care_score,drivers_timeliness_score,drivers_respect_score,drivers_knowledge_score,drivers_fairness_score,drivers_channel_satisfaction_score,drivers_outcome_score,drivers_communication_score,drivers_ease_of_access_score,drivers_future_issues_score,drivers_competence_score,drivers_extra_mile_score,drivers_waiting_time_score,drivers_appeal_score,drivers_preferred_chanel_score,drivers_freshness_score,drivers_trust_score,drivers_regret_score,drivers_relationship_score,drivers_innovative_score,drivers_value_for_money_score,drivers_packaging_score,behaviour_enablerl_positive_score,behaviour_qual_positive_comments,behaviour_enablerl_negative_score,behaviour_qual_negative_comments,behaviour_score,positive_score_by_weights,negative_score_by_weights,date,created_on,created_by,updated_on,updated_by
866,"17971335.0",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"702.0","805.0",,,,"77013.0",Not sure,,,"6.0","6.0","6.0","3.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0",,,,,,,,,,,"810010.0","55002.0",,,"17994.0",,"0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001",,,,,,,,,2021-06-21 12:55:10.95815+00,System,2021-06-21 12:55:10.95815+00,System
881,"17971915.0",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"701.0","806.0",,,,"77013.0",did not use it,,,"6.0","4.0","6.0","3.0","3.0","4.0","6.0","3.0","5.0","4.0","5.0","6.0","4.0","4.0",,,,,,,,,,,"810010.0","55005.0",,,"17994.0",,"0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001","0.00001",,,,,,,,,2021-06-21 12:55:10.95815+00,System,2021-06-21 12:55:10.95815+00,System
808,"90731480.0",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"701.0","805.0",,,,"77013.0",RIEN,,,"4.0","5.0","6.0","5.0","6.0","5.0","6.0","4.0","5.0","5.0","5.0","5.0","4.0","6.0",,,,,,,,,,,"810010.0","55005.0",,,"17994.0",,"0.0151300001889467","0.120080001652241","0.152319997549057","0.289600014686584","0.00216999999247491","0.159089997410774","0.188339993357658","0.202759996056557","0.00001","0.0761599987745285","0.00001","0.00001","0.00001","0.00001","0.0491399988532066","0.0152200004085898","0","0.0714899972081184","0.00107999995816499","0","0","0.000199999994947575","0.125060006976128","0.202340006828308","0.000199999994947575","0.00001","0.00158999999985099","0.00001","0.302109986543655","0.00001","0.00001","0.00001","0","0.00001","0.00001","0.00300000002607703","0.00001","0.00001","0.0958","",-0.1684,"",-0.5,"0.0858630007132888",-0.551226996141486,,2021-06-21 12:55:10.95815+00,System,2021-06-21 12:55:10.95815+00,System
809,"90783625.0",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"702.0","804.0",,,,"77013.0",I have no complaints,,,"6.0","6.0","6.0","4.0","4.0","6.0","5.0","6.0","6.0","5.0","6.0","4.0","2.0","5.0",,,,,,,,,,,"810010.0","55005.0",,,"17994.0",,"0.159209996461868","0.452490001916885","0.0108899995684624","0.277300000190735","0.000230000005103648","0.0983700007200241","0.00153999996837229","0.0298100002110004","0.00001","0.119699999690056","0.00001","0.00001","0.00001","0.00001","0.0224500000476837","0.145480006933212","0","0.0417300015687943","0.000269999989541247","0","0","0.000939999998081475","0.152820006012917","0.220540001988411","0.000300000014249235","0.00001","0.0176100004464388","0.00001","0.0795100033283234","0.00001","0.00001","0.00001","0","0.00001","0.00001","0.00031999999191612","0.00001","0.00001","0.2075",no complaints,-0.0815,"","0.5","0.338780998438597",-0.234177000948694,,2021-06-21 12:55:10.95815+00,System,2021-06-21 12:55:10.95815+00,System
810,"17588454.0",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"701.0","805.0",,,,"77013.0","Be faster, more polite and more helpful",,,"6.0","3.0","6.0","3.0","6.0","6.0","6.0","4.0","6.0","4.0","4.0","6.0","3.0","6.0",,,,,,,,,,,"810010.0","55002.0",,,"17994.0",,"0.00104999996256083","0.0109700001776218","0.0000499999987368938","0.267560005187988","0","0.724070012569427","0.000660000019706786","0.0159200001507998","0.00001","0.114490002393723","0.00001","0.00001","0.00001","0.00001","0.000209999998332933","0.0011800000211224","0.000180000002728775","0.0124099999666214","0","0","0","0.00000999999974737875","0.152710005640984","0.064130000770092","0.43520000576973","0.00001","0.0000299999992421363","0.00001","0.631399989128113","0.00001","0.00001","0.00001","0","0.00001","0.00001","0.0292300004512072","0.00001","0.00001","0.004","more, polite, helpful, faster",-0.2016,"",-1,"0.00622500006247719",-0.844226014777087,,2021-06-21 12:55:10.95815+00,System,2021-06-21 12:55:10.95815+00,System
812,"17967400.0",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"701.0","802.0",,,,"77013.0",Keep up the good work.,,,"6.0","5.0","5.0","5.0","5.0","5.0","6.0","5.0","4.0","5.0","5.0","4.0","4.0","6.0",,,,,,,,,,,"810010.0","55001.0",,,"17994.0",,"0.0147200003266335","0.861930012702942","0.0024600001052022","0.0523900017142296","0.00000999999974737875","0.00614000018686056","0.0000299999992421363","0.00197999994270504","0.00001","0.282160013914108","0.00001","0.00001","0.00001","0.00001","0.00276999990455806","0.000490000005811453","0","0.0850400030612946","0.00000999999974737875","0","0","0","0.507820010185242","0.267859995365143","0.00621999986469746","0.00001","0.0000499999987368938","0.00001","0.0149600002914667","0.00001","0.00001","0.00001","0","0.00001","0.00001","0.00973999965935946","0.00001","0.00001","0.293","good, keep",-0.0121,"","0.5","0.441515006590635",-0.0287030008261354,,2021-06-21 12:55:10.95815+00,System,2021-06-21 12:55:10.95815+00,System
813,"17967429.0",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"701.0","802.0",,,,"77013.0",Is unique and original,,,"5.0","4.0","5.0","4.0","3.0","3.0","5.0","5.0","4.0","4.0","5.0","5.0","3.0","5.0",,,,,,,,,,,"810010.0","55001.0",,,"17994.0",,"0.0279200002551079","0.411139994859695","0.000500000023748726","0.185430005192757","0","0.0536600016057491","0.00007999999797903","0.0604999996721745","0.00001","0.0775799974799156","0.00001","0.00001","0.00001","0.00001","0.131889998912811","0.00689999992027879","0","0.0274299997836351","0.0000199999994947575","0.00036000000545755","0","0.0011800000211224","0.0721200034022331","0.0285899993032217","0.000169999999343418","0.00001","0.00007999999797903","0.00001","0.00322000007145107","0.00001","0.00001","0.00001","0","0.00001","0.00001","0.00649000005796552","0.00001","0.00001","0.1465",unique,-0.0599,"","0.5","0.225163997610798",-0.176280003419379,,2021-06-21 12:55:10.95815+00,System,2021-06-21 12:55:10.95815+00,System
814,"17967267.0",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"702.0","802.0",,,,"77013.0",Nothing at all,,,"6.0","6.0","6.0","5.0","6.0","6.0","6.0","6.0","6.0","5.0","6.0","5.0","6.0","6.0",,,,,,,,,,,"810010.0","55002.0",,,"17994.0",,"0.00135999999474734","0.495310008525848","0.000890000024810433","0.247030004858971","0.0000499999987368938","0.0654499977827072","0.00132999999914318","0.1615100055933","0.00001","0.25084000825882","0.00001","0.00001","0.00001","0.00001","0.000490000005811453","0.016499999910593","0.00000999999974737875","0.0058699999935925","0","0.0000599999984842725","0","0.00182999996468425","0.130290001630783","0.0653999969363213","0.000230000005103648","0.00001","0.000469999999040738","0.00001","0.0000999999974737875","0.00001","0.00001","0.00001","0","0.00001","0.00001","0","0.00001","0.00001","0.1659",all,-0.0951,nothing,"0.5","0.248696004261728",-0.29429300419979,,2021-06-21 12:55:10.95815+00,System,2021-06-21 12:55:10.95815+00,System
815,"17967224.0",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"702.0","805.0",,,,"77013.0",Nothing comes to mind,,,"6.0","4.0","6.0","4.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0",,,,,,,,,,,"810010.0","55002.0",,,"17994.0",,"0.0377600006759167","0.580630004405975","0.00239000003784895","0.211170002818108","0.000130000000353903","0.117710001766682","0.0083600003272295","0.0461900010704994","0.00001","0.117870002985001","0.00001","0.00001","0.00001","0.00001","0.000929999980144203","0.173350006341934","0.000150000007124618","0.0307100005447865","0.000620000006165355","0.00000999999974737875","0","0.000780000002123415","0.0888300016522408","0.045439999550581","0.000349999987520278","0.00001","0.00291000003926456","0.00001","0.0076299998909235","0.00001","0.00001","0.00001","0","0.00001","0.00001","0.0000299999992421363","0.00001","0.00001","0.2069","",-0.0767,nothing,"0.5","0.316986002679914",-0.244211003946839,,2021-06-21 12:55:10.95815+00,System,2021-06-21 12:55:10.95815+00,System
816,"17967372.0",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"701.0","804.0",,,,"77013.0",More staff to reduce service time,,,"4.0","5.0","6.0","5.0","6.0","6.0","5.0","5.0","6.0","6.0","6.0","4.0","6.0","5.0",,,,,,,,,,,"810010.0","55004.0",,,"17994.0",,"0.000150000007124618","0.0047499998472631","0.0000599999984842725","0.1997299939394","0.00000999999974737875","0.852970004081726","0.000330000009853393","0.00365000008605421","0.00001","0.00227999989874661","0.00001","0.00001","0.00001","0.00001","0.00000999999974737875","0.00175000005401671","0.000110000000859145","0.000490000005811453","0","0","0","0","0.00283999997191131","0.0031999999191612","0.000709999992977828","0.00001","0","0.00001","0.0249799992889166","0.00001","0.00001","0.00001","0","0.00001","0.00001","0.987399995326996","0.00001","0.00001","0.0017","reduce, more staff",-0.2113,reduce,-1,"0.00248599992846721",-0.935985001732115,,2021-06-21 12:55:10.95815+00,System,2021-06-21 12:55:10.95815+00,System
